id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A31US6Ge,Finance & Marketing,author; gender; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,author; textual references to people and their demographics
A31US7Ge,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A31US8Ge,Finance & Marketing,age; ethnicity; gender; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A31US9Ge,Finance & Marketing,gender; geography,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A31US10Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US1Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US2Ll,Finance & Marketing,age; ethnicity; gender; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A31US3Ll,Finance & Marketing,age; ethnicity; gender; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A31US4Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US5Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US6Ll,Finance & Marketing,age; caste; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,caste
A31US7Ll,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A31US8Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US9Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US10Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US1O1,Finance & Marketing,author; gender; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,author; textual references to people and their demographics
A31US2O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US3O1,Finance & Marketing,author; gender; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,author; textual references to people and their demographics
A31US4O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US5O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US6O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US7O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US8O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US9O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A31US10O1,Finance & Marketing,age; ethnicity; gender; geography; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A32US1Ge,Linguistics,age; gender; geography; political leaning; race; religion; textual references to people and their demographics,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age
A32US2Ge,Linguistics,author; gender; textual references to people and their demographics,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,author
A32US3Ge,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US4Ge,Linguistics,age; ethnicity; gender; geography; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; ethnicity
A32US5Ge,Linguistics,age; disability; gender; geography; race; race/ethnicity; religion; sexual orientation; textual references to people and their demographics,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; disability; race/ethnicity; sexual orientation
A32US6Ge,Linguistics,author; gender; textual references to people and their demographics,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,author
A32US7Ge,Linguistics,age; ethnicity; gender; geography; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; ethnicity
A32US8Ge,Linguistics,race; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Sim,
A32US9Ge,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US10Ge,Linguistics,age; ethnicity; gender; geography; race; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; ethnicity
A32US1Ll,Linguistics,age; disability; gender; geography; political leaning; race; race/ethnicity; religion; sexual orientation; textual references to people and their demographics,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; disability; race/ethnicity; sexual orientation
A32US2Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US3Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US4Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US5Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US6Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US7Ll,Linguistics,gender,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Sim,
A32US8Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US9Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US10Ll,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US1O1,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US2O1,Linguistics,age; ethnicity; gender; geography; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; ethnicity
A32US3O1,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US4O1,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US5O1,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A32US6O1,Linguistics,age; ethnicity; family wealth; financial status; gender; geography; race; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age; ethnicity; family wealth; financial status
A32US7O1,Linguistics,author; gender; textual references to people and their demographics,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,author
A32US8O1,Linguistics,business size; geography; race; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Sim,
A32US9O1,Linguistics,age; gender; geography; race; sex,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,Não,age
A32US10O1,Linguistics,,business size; dialect; gender; geography; political leaning; profession; race; religion; sex; textual references to people and their demographics,business size; dialect; dialect (related to race); gender; geography; political leaning; profession; race; race and religion; religion; sex; textual references to people and their demographics,—,
A33US1Ge,News,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US2Ge,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US3Ge,News,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US4Ge,News,author,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US5Ge,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US6Ge,News,age; ethnicity; gender; geography; sex,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Não,age; ethnicity; gender; sex
A33US7Ge,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US8Ge,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US9Ge,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US10Ge,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US1Ll,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US2Ll,News,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US3Ll,News,age; ethnicity; gender; race; sex,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Não,age; ethnicity; gender; race; sex
A33US4Ll,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US5Ll,News,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US6Ll,News,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US7Ll,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US8Ll,News,age; ethnicity; gender; race; sex,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Não,age; ethnicity; gender; race; sex
A33US9Ll,News,author; geography; news provider; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US10Ll,News,textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US1O1,News,author; geography; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Sim,
A33US2O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US3O1,News,author; gender; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Não,gender
A33US4O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US5O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US6O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US7O1,News,author; gender; textual references to people and their demographics,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,Não,gender
A33US8O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US9O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A33US10O1,News,,geography; news provider; textual references to people and their demographics,author; geography; news provider; textual references to people and their demographics,—,
A34US1Ge,Computer Networks,,,,—,
A34US2Ge,Computer Networks,,,,—,
A34US3Ge,Computer Networks,,,,—,
A34US4Ge,Computer Networks,,,,—,
A34US5Ge,Computer Networks,,,,—,
A34US6Ge,Computer Networks,,,,—,
A34US7Ge,Computer Networks,,,,—,
A34US8Ge,Computer Networks,age; ethnicity; gender; geography; sex,,,Não,age; ethnicity; gender; geography; sex
A34US9Ge,Computer Networks,,,,—,
A34US10Ge,Computer Networks,age; ethnicity; gender; geography; race; sex,,,Não,age; ethnicity; gender; geography; race; sex
A34US1Ll,Computer Networks,,,,—,
A34US2Ll,Computer Networks,age; gender; race; sex,,,Não,age; gender; race; sex
A34US3Ll,Computer Networks,,,,—,
A34US4Ll,Computer Networks,,,,—,
A34US5Ll,Computer Networks,,,,—,
A34US6Ll,Computer Networks,age; ethnicity; gender; race; sex,,,Não,age; ethnicity; gender; race; sex
A34US7Ll,Computer Networks,,,,—,
A34US8Ll,Computer Networks,age; gender; geography; race; sex,,,Não,age; gender; geography; race; sex
A34US9Ll,Computer Networks,,,,—,
A34US10Ll,Computer Networks,,,,—,
A34US1O1,Computer Networks,,,,—,
A34US2O1,Computer Networks,age; ethnicity; gender; geography; sex,,,Não,age; ethnicity; gender; geography; sex
A34US3O1,Computer Networks,,,,—,
A34US4O1,Computer Networks,activity; age; gender; geography; race; sex,,,Não,activity; age; gender; geography; race; sex
A34US5O1,Computer Networks,,,,—,
A34US6O1,Computer Networks,,,,—,
A34US7O1,Computer Networks,,,,—,
A34US8O1,Computer Networks,age; ethnicity; family wealth; financial status; gender; geography; race; sex,,,Não,age; ethnicity; family wealth; financial status; gender; geography; race; sex
A34US9O1,Computer Networks,,,,—,
A34US10O1,Computer Networks,,,,—,
A35US1Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US2Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US3Ge,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US4Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US5Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US6Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US7Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US8Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US9Ge,Finance & Marketing,age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US10Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US1Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US2Ll,Finance & Marketing,age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US3Ll,Finance & Marketing,author; gender; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,author; textual references to people and their demographics
A35US4Ll,Finance & Marketing,age; disability; gender; geography; race; skin color; skin tone; skin type,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,disability; skin color; skin tone; skin type
A35US5Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US6Ll,Finance & Marketing,author; gender; textual references to people and their demographics,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,author; textual references to people and their demographics
A35US7Ll,Finance & Marketing,gender,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US8Ll,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US9Ll,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US10Ll,Finance & Marketing,age; ethnic group; gender; geography; news provider; ownership; race; sex; skin tone; textual references to people and their demographics; tour availability,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnic group; news provider; ownership; skin tone; textual references to people and their demographics; tour availability
A35US1O1,Finance & Marketing,gender,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US2O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US3O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US4O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US5O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US6O1,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US7O1,Finance & Marketing,age; ethnicity; gender; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Não,ethnicity
A35US8O1,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A35US9O1,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A35US10O1,Finance & Marketing,age; gender,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
A36US1Ge,Transportation,,geography; race,geography; race,—,
A36US2Ge,Transportation,,geography; race,geography; race,—,
A36US3Ge,Transportation,age; ethnicity; gender; geography; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US4Ge,Transportation,,geography; race,geography; race,—,
A36US5Ge,Transportation,,geography; race,geography; race,—,
A36US6Ge,Transportation,,geography; race,geography; race,—,
A36US7Ge,Transportation,,geography; race,geography; race,—,
A36US8Ge,Transportation,,geography; race,geography; race,—,
A36US9Ge,Transportation,,geography; race,geography; race,—,
A36US10Ge,Transportation,,geography; race,geography; race,—,
A36US1Ll,Transportation,age; ethnicity; gender; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US2Ll,Transportation,,geography; race,geography; race,—,
A36US3Ll,Transportation,,geography; race,geography; race,—,
A36US4Ll,Transportation,,geography; race,geography; race,—,
A36US5Ll,Transportation,age; ethnicity; gender; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US6Ll,Transportation,,geography; race,geography; race,—,
A36US7Ll,Transportation,age; ethnicity; gender; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US8Ll,Transportation,,geography; race,geography; race,—,
A36US9Ll,Transportation,age; ethnicity; gender; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US10Ll,Transportation,age; ethnicity; gender; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US1O1,Transportation,,geography; race,geography; race,—,
A36US2O1,Transportation,,geography; race,geography; race,—,
A36US3O1,Transportation,,geography; race,geography; race,—,
A36US4O1,Transportation,,geography; race,geography; race,—,
A36US5O1,Transportation,,geography; race,geography; race,—,
A36US6O1,Transportation,,geography; race,geography; race,—,
A36US7O1,Transportation,,geography; race,geography; race,—,
A36US8O1,Transportation,age; gender; geography; race; sex,geography; race,geography; race,Não,age; gender; sex
A36US9O1,Transportation,age; ethnicity; gender; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A36US10O1,Transportation,gender,geography; race,geography; race,Não,gender
A37US1Ge,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US2Ge,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US3Ge,Sport,age; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US4Ge,Sport,age; gender; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,gender; race
A37US5Ge,Sport,age; gender; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,gender; race
A37US6Ge,Sport,age; gender; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,gender; race
A37US7Ge,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US8Ge,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US9Ge,Sport,age; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US10Ge,Sport,age; ethnicity; gender; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,ethnicity; gender; race
A37US1Ll,Sport,age; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US2Ll,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US3Ll,Sport,age; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US4Ll,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US5Ll,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US6Ll,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US7Ll,Sport,age; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US8Ll,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US9Ll,Sport,age; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US10Ll,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US1O1,Sport,age; race; sex,age; geography; sex,age; football conference; geography; sex,Não,race
A37US2O1,Sport,age; ethnicity; gender; geography; sex,age; geography; sex,age; football conference; geography; sex,Não,ethnicity; gender
A37US3O1,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US4O1,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US5O1,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US6O1,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A37US7O1,Sport,age; gender; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,gender; race
A37US8O1,Sport,age; ethnicity; family wealth; gender; geography; race; sex,age; geography; sex,age; football conference; geography; sex,Não,ethnicity; family wealth; gender; race
A37US9O1,Sport,geography; race,age; geography; sex,age; football conference; geography; sex,Não,race
A37US10O1,Sport,,age; geography; sex,age; football conference; geography; sex,—,
A38US1Ge,Psychology,age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US2Ge,Psychology,age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US3Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US4Ge,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A38US5Ge,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A38US6Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US7Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US8Ge,Psychology,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US9Ge,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US10Ge,Psychology,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US1Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US2Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US3Ll,Psychology,activity; age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,activity; race; sex
A38US4Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US5Ll,Psychology,age; gender; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US6Ll,Psychology,author; geography; news provider; textual references to people and their demographics,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,author; news provider; textual references to people and their demographics
A38US7Ll,Psychology,author; gender; textual references to people and their demographics,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,author; textual references to people and their demographics
A38US8Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US9Ll,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US10Ll,Psychology,age; gender,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Sim,
A38US1O1,Psychology,age; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US2O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US3O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US4O1,Psychology,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,sex
A38US5O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US6O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US7O1,Psychology,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,race; sex
A38US8O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A38US9O1,Psychology,author; geography; news provider; textual references to people and their demographics,age; ethnicity; gender; geography,age; ethnicity; gender; geography,Não,author; news provider; textual references to people and their demographics
A38US10O1,Psychology,,age; ethnicity; gender; geography,age; ethnicity; gender; geography,—,
A39US1Ge,Music,gender; geography,gender; geography,artist; gender; geography; record label; user age,Sim,
A39US2Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US3Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US4Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US5Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US6Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
A39US7Ge,Music,,gender; geography,artist; gender; geography; record label; user age,—,
